loc,trait,name,sum_sq,df,F,PR(>F)
Glyma.15G261500,water_soluble_protein,C(type),153.485909,2,3.35330717,0.037523498
Glyma.15G261500,water_soluble_protein,Residual,3547.291478,155,NA,NA
Glyma.13G355500,water_soluble_protein,C(type),170.3894408,1,7.732266823,0.006129815
Glyma.13G355500,water_soluble_protein,Residual,3261.351143,148,NA,NA
Glyma.05G154700,water_soluble_protein,C(type),145.9854459,1,6.664694725,0.010760497
Glyma.05G154700,water_soluble_protein,Residual,3395.165878,155,NA,NA
Glyma.13G222700,water_soluble_protein,C(type),176.8139727,2,3.95950688,0.021007312
Glyma.13G222700,water_soluble_protein,Residual,3505.460977,157,NA,NA
Glyma.18G127800,water_soluble_protein,C(type),94.25671976,1,4.153790236,0.043188221
Glyma.18G127800,water_soluble_protein,Residual,3630.67808,160,NA,NA
Glyma.11G252900,water_soluble_protein,C(type),327.1473121,3,5.066491829,0.002279618
Glyma.11G252900,water_soluble_protein,Residual,3185.491646,148,NA,NA
Glyma.01G200100,water_soluble_protein,C(type),94.20218909,1,4.146599295,0.043367161
Glyma.01G200100,water_soluble_protein,Residual,3634.870211,160,NA,NA
Glyma.06G317600,water_soluble_protein,C(type),268.7048524,1,12.2040251,0.000620711
Glyma.06G317600,water_soluble_protein,Residual,3434.764894,156,NA,NA
Glyma.03G102900,water_soluble_protein,C(type),231.9334011,2,5.36486849,0.005605658
Glyma.03G102900,water_soluble_protein,Residual,3285.623592,152,NA,NA
Glyma.13G235400,water_soluble_protein,C(type),159.0218487,1,7.282727383,0.007729259
Glyma.13G235400,water_soluble_protein,Residual,3406.334891,156,NA,NA
Glyma.06G205700,water_soluble_protein,C(type),363.0646256,2,8.800424929,0.00024187
Glyma.06G205700,water_soluble_protein,Residual,3135.406729,152,NA,NA
Glyma.06G322000,water_soluble_protein,C(type),247.3902476,2,6.134739723,0.002732311
Glyma.06G322000,water_soluble_protein,Residual,3105.111207,154,NA,NA
Glyma.01G215300,water_soluble_protein,C(type),424.2898793,1,21.21981927,8.38E-06
Glyma.01G215300,water_soluble_protein,Residual,3159.20697,158,NA,NA
Glyma.08G287600,water_soluble_protein,C(type),261.1868876,3,4.151938879,0.007448088
Glyma.08G287600,water_soluble_protein,Residual,2977.607901,142,NA,NA
Glyma.01G217300,water_soluble_protein,C(type),220.9875374,1,10.46762781,0.001479781
Glyma.01G217300,water_soluble_protein,Residual,3335.620212,158,NA,NA
Glyma.19G028700,water_soluble_protein,C(type),115.3569237,1,5.114872831,0.025068464
Glyma.19G028700,water_soluble_protein,Residual,3608.517437,160,NA,NA
Glyma.20G165100,water_soluble_protein,C(type),424.4222899,1,20.8221869,9.95E-06
Glyma.20G165100,water_soluble_protein,Residual,3281.691255,161,NA,NA
Glyma.02G284100,water_soluble_protein,C(type),166.1882696,1,8.76854139,0.003684057
Glyma.02G284100,water_soluble_protein,Residual,2312.23963,122,NA,NA
Glyma.04G029500,water_soluble_protein,C(type),133.0434372,1,6.018863384,0.015220019
Glyma.04G029500,water_soluble_protein,Residual,3558.810363,161,NA,NA
Glyma.13G223400,water_soluble_protein,C(type),291.0995554,2,6.830901842,0.001440239
Glyma.13G223400,water_soluble_protein,Residual,3260.055042,153,NA,NA
Glyma.14G007100,water_soluble_protein,C(type),159.9117891,1,7.262573672,0.007807465
Glyma.14G007100,water_soluble_protein,Residual,3456.922026,157,NA,NA
Glyma.04G038500,water_soluble_protein,C(type),116.8399113,1,5.194137019,0.024002069
Glyma.04G038500,water_soluble_protein,Residual,3554.143049,158,NA,NA
Glyma.13G206700,water_soluble_protein,C(type),344.8835661,2,8.16500372,0.000427316
Glyma.13G206700,water_soluble_protein,Residual,3231.301995,153,NA,NA
Glyma.20G107500,water_soluble_protein,C(type),327.74094,3,4.877063664,0.002917599
Glyma.20G107500,water_soluble_protein,Residual,3270.422569,146,NA,NA
Glyma.10G166400,water_soluble_protein,C(type),392.7909669,2,9.289254821,0.000153858
Glyma.10G166400,water_soluble_protein,Residual,3319.328783,157,NA,NA
Glyma.18G012700,water_soluble_protein,C(type),317.5451464,2,7.226922604,0.001006135
Glyma.18G012700,water_soluble_protein,Residual,3317.409065,151,NA,NA
Glyma.13G250800,water_soluble_protein,C(type),191.5852341,1,8.722169173,0.003614713
Glyma.13G250800,water_soluble_protein,Residual,3536.416468,161,NA,NA
Glyma.01G219100,water_soluble_protein,C(type),276.4798236,2,6.755426612,0.001549069
Glyma.01G219100,water_soluble_protein,Residual,3089.993849,151,NA,NA
Glyma.18G207100,water_soluble_protein,C(type),172.082448,2,3.717276616,0.026730866
Glyma.18G207100,water_soluble_protein,Residual,3240.482913,140,NA,NA
Glyma.13G253100,water_soluble_protein,C(type),182.5660786,1,8.216824897,0.004712732
Glyma.13G253100,water_soluble_protein,Residual,3532.752232,159,NA,NA
Glyma.12G205600,water_soluble_protein,C(type),259.5989372,2,6.190917409,0.002575554
Glyma.12G205600,water_soluble_protein,Residual,3333.611829,159,NA,NA
Glyma.06G211200,water_soluble_protein,C(type),272.9941968,2,6.382308909,0.00220538
Glyma.06G211200,water_soluble_protein,Residual,3101.084506,145,NA,NA
Glyma.01G063400,water_soluble_protein,C(type),289.8976,1,13.50032537,0.000324961
Glyma.01G063400,water_soluble_protein,Residual,3435.7406,160,NA,NA
Glyma.01G019000,water_soluble_protein,C(type),280.40651,2,6.59576188,0.001784834
Glyma.01G019000,water_soluble_protein,Residual,3273.511333,154,NA,NA
Glyma.19G034000,water_soluble_protein,C(type),166.0142501,1,7.388472114,0.007302472
Glyma.19G034000,water_soluble_protein,Residual,3527.68974,157,NA,NA
Glyma.05G031400,water_soluble_protein,C(type),158.548539,1,7.319744762,0.007573815
Glyma.05G031400,water_soluble_protein,Residual,3400.681503,157,NA,NA
Glyma.18G138300,water_soluble_protein,C(type),253.9700374,2,6.579529777,0.001830279
Glyma.18G138300,water_soluble_protein,Residual,2856.402115,148,NA,NA
Glyma.03G239900,water_soluble_protein,C(type),392.5405696,2,8.877147069,0.000231462
Glyma.03G239900,water_soluble_protein,Residual,3183.784248,144,NA,NA
Glyma.01G063900,water_soluble_protein,C(type),278.6253429,1,13.0520837,0.000403807
Glyma.01G063900,water_soluble_protein,Residual,3458.245181,162,NA,NA
Glyma.08G118300,water_soluble_protein,C(type),604.1785189,2,15.52542373,6.83E-07
Glyma.08G118300,water_soluble_protein,Residual,3132.692005,161,NA,NA
Glyma.04G150500,water_soluble_protein,C(type),130.2801165,1,5.887325808,0.016375639
Glyma.04G150500,water_soluble_protein,Residual,3496.368143,158,NA,NA
Glyma.12G022900,water_soluble_protein,C(type),248.5301607,1,11.19327192,0.001047076
Glyma.12G022900,water_soluble_protein,Residual,3197.308473,144,NA,NA
Glyma.02G240900,water_soluble_protein,C(type),94.81286859,1,4.284754577,0.040125682
Glyma.02G240900,water_soluble_protein,Residual,3407.705506,154,NA,NA
Glyma.16G080600,water_soluble_protein,C(type),104.2998768,1,4.622813296,0.033042218
Glyma.16G080600,water_soluble_protein,Residual,3632.48072,161,NA,NA
Glyma.02G244200,water_soluble_protein,C(type),92.7045573,1,4.467348653,0.036260643
Glyma.02G244200,water_soluble_protein,Residual,3008.979565,145,NA,NA
Glyma.18G045600,water_soluble_protein,C(type),442.0803633,4,5.354181252,0.000492009
Glyma.18G045600,water_soluble_protein,Residual,2807.288668,136,NA,NA
Glyma.03G044100,water_soluble_protein,C(type),162.6279087,4,2.895455913,0.032409286
Glyma.03G044100,water_soluble_protein,Residual,631.8742293,45,NA,NA
Glyma.12G078000,water_soluble_protein,C(type),243.9666551,1,11.20843811,0.001016536
Glyma.12G078000,water_soluble_protein,Residual,3460.84778,159,NA,NA
Glyma.08G330200,water_soluble_protein,C(type),225.0702035,1,10.70645152,0.001321378
Glyma.08G330200,water_soluble_protein,Residual,3195.332353,152,NA,NA
Glyma.13G314800,water_soluble_protein,C(type),252.0206194,3,3.817266476,0.011354701
Glyma.13G314800,water_soluble_protein,Residual,3279.054311,149,NA,NA
Glyma.20G105700,water_soluble_protein,C(type),330.3202649,4,3.8466614,0.005330834
Glyma.20G105700,water_soluble_protein,Residual,3069.921743,143,NA,NA
Glyma.13G345700,water_soluble_protein,C(type),98.39086704,1,4.438838466,0.036772316
Glyma.13G345700,water_soluble_protein,Residual,3369.217399,152,NA,NA
Glyma.15G211700,water_soluble_protein,C(type),181.6334325,1,7.914867718,0.005593458
Glyma.15G211700,water_soluble_protein,Residual,3281.619071,143,NA,NA
Glyma.15G218600,water_soluble_protein,C(type),406.6750553,3,6.312948618,0.000471457
Glyma.15G218600,water_soluble_protein,Residual,3092.121264,144,NA,NA
Glyma.14G167700,water_soluble_protein,C(type),150.1658564,1,6.628299544,0.010955063
Glyma.14G167700,water_soluble_protein,Residual,3579.531243,158,NA,NA
Glyma.06G317500,water_soluble_protein,C(type),295.1361064,2,6.727430184,0.001575812
Glyma.06G317500,water_soluble_protein,Residual,3421.903412,156,NA,NA
Glyma.20G108100,water_soluble_protein,C(type),360.1831071,2,8.40529836,0.000341374
Glyma.20G108100,water_soluble_protein,Residual,3342.449149,156,NA,NA
Glyma.04G150100,water_soluble_protein,C(type),113.1977781,1,5.010427701,0.026574835
Glyma.04G150100,water_soluble_protein,Residual,3614.790108,160,NA,NA
Glyma.17G245900,water_soluble_protein,C(type),132.1337836,1,5.905254824,0.016194746
Glyma.17G245900,water_soluble_protein,Residual,3602.476064,161,NA,NA
Glyma.08G095400,water_soluble_protein,C(type),206.5798506,1,9.479654479,0.002440855
Glyma.08G095400,water_soluble_protein,Residual,3530.290673,162,NA,NA
Glyma.12G110600,water_soluble_protein,C(type),168.9142222,1,7.447603884,0.007086644
Glyma.12G110600,water_soluble_protein,Residual,3515.453407,155,NA,NA
Glyma.15G254100,water_soluble_protein,C(type),87.69236407,1,4.007902976,0.047291251
Glyma.15G254100,water_soluble_protein,Residual,2953.781372,135,NA,NA
Glyma.06G206700,water_soluble_protein,C(type),268.5156894,2,6.164182155,0.002640247
Glyma.06G206700,water_soluble_protein,Residual,3463.070488,159,NA,NA
Glyma.18G143900,water_soluble_protein,C(type),292.3371997,1,13.74892384,0.000286578
Glyma.18G143900,water_soluble_protein,Residual,3444.533324,162,NA,NA
Glyma.09G020200,water_soluble_protein,C(type),224.2066267,3,3.34114964,0.021051259
Glyma.09G020200,water_soluble_protein,Residual,3243.390686,145,NA,NA
Glyma.06G235200,water_soluble_protein,C(type),89.98649105,1,3.989941424,0.047467683
Glyma.06G235200,water_soluble_protein,Residual,3608.53382,160,NA,NA
Glyma.09G023100,water_soluble_protein,C(type),408.9362706,5,4.130560221,0.001744305
Glyma.09G023100,water_soluble_protein,Residual,2257.259662,114,NA,NA
Glyma.06G288700,water_soluble_protein,C(type),188.1754242,2,4.13082466,0.017884314
Glyma.06G288700,water_soluble_protein,Residual,3507.654973,154,NA,NA
Glyma.18G282600,water_soluble_protein,C(type),317.144324,4,3.550978212,0.008770683
Glyma.18G282600,water_soluble_protein,Residual,2880.306169,129,NA,NA
Glyma.18G137500,water_soluble_protein,C(type),367.0387232,4,4.193606725,0.003037766
Glyma.18G137500,water_soluble_protein,Residual,3194.604138,146,NA,NA
Glyma.06G320300,water_soluble_protein,C(type),422.680165,3,6.826524398,0.000244178
Glyma.06G320300,water_soluble_protein,Residual,3033.949178,147,NA,NA
Glyma.04G223900,water_soluble_protein,C(type),160.6671858,1,7.162261097,0.008246033
Glyma.04G223900,water_soluble_protein,Residual,3477.032386,155,NA,NA
Glyma.15G217300,water_soluble_protein,C(type),380.6517378,2,8.941382465,0.000210721
Glyma.15G217300,water_soluble_protein,Residual,3320.609052,156,NA,NA
Glyma.01G218700,water_soluble_protein,C(type),182.9382625,1,8.308189901,0.004485756
Glyma.01G218700,water_soluble_protein,Residual,3545.063439,161,NA,NA
Glyma.13G370200,water_soluble_protein,C(type),290.0198161,1,13.63076448,0.000303686
Glyma.13G370200,water_soluble_protein,Residual,3446.850708,162,NA,NA
Glyma.18G234400,water_soluble_protein,C(type),91.79209469,1,4.05806187,0.045646665
Glyma.18G234400,water_soluble_protein,Residual,3596.530443,159,NA,NA
Glyma.11G019900,water_soluble_protein,C(type),198.1824983,2,4.331147497,0.01481328
Glyma.11G019900,water_soluble_protein,Residual,3477.570293,152,NA,NA
Glyma.08G094500,water_soluble_protein,C(type),511.1116756,2,12.61763899,8.25E-06
Glyma.08G094500,water_soluble_protein,Residual,3200.10918,158,NA,NA
Glyma.03G240400,water_soluble_protein,C(type),117.3790573,1,5.330517705,0.0223026
Glyma.03G240400,water_soluble_protein,Residual,3347.070151,152,NA,NA
Glyma.05G155900,water_soluble_protein,C(type),172.1689456,2,4.106869747,0.018283577
Glyma.05G155900,water_soluble_protein,Residual,3248.969191,155,NA,NA
Glyma.18G300200,water_soluble_protein,C(type),286.3467928,4,3.594054436,0.008083087
Glyma.18G300200,water_soluble_protein,Residual,2708.860182,136,NA,NA
Glyma.18G186500,water_soluble_protein,C(type),140.3057809,2,4.077506217,0.018987983
Glyma.18G186500,water_soluble_protein,Residual,2425.884113,141,NA,NA
Glyma.04G015000,water_soluble_protein,C(type),307.7039433,2,6.994349069,0.001235202
Glyma.04G015000,water_soluble_protein,Residual,3409.474616,155,NA,NA
Glyma.06G323500,water_soluble_protein,C(type),358.8069144,2,8.326552377,0.000368386
Glyma.06G323500,water_soluble_protein,Residual,3318.075856,154,NA,NA
Glyma.01G042200,water_soluble_protein,C(type),150.2054507,1,6.715199784,0.010443418
Glyma.01G042200,water_soluble_protein,Residual,3578.87671,160,NA,NA
Glyma.03G097000,water_soluble_protein,C(type),133.0840803,1,6.272849887,0.013294416
Glyma.03G097000,water_soluble_protein,Residual,3288.462631,155,NA,NA
Glyma.08G155900,water_soluble_protein,C(type),185.5751794,2,4.043027666,0.01957325
Glyma.08G155900,water_soluble_protein,Residual,3304.803732,144,NA,NA
Glyma.04G257000,water_soluble_protein,C(type),143.4064589,1,6.659857586,0.010782458
Glyma.04G257000,water_soluble_protein,Residual,3359.14204,156,NA,NA
Glyma.18G256100,water_soluble_protein,C(type),259.7658693,2,5.800633519,0.003730411
Glyma.18G256100,water_soluble_protein,Residual,3425.848045,153,NA,NA
Glyma.02G048100,water_soluble_protein,C(type),222.125929,1,9.932262296,0.001954321
Glyma.02G048100,water_soluble_protein,Residual,3421.704555,153,NA,NA
Glyma.08G120800,water_soluble_protein,C(type),323.6118,3,4.906622387,0.00278271
Glyma.08G120800,water_soluble_protein,Residual,3319.689048,151,NA,NA
Glyma.10G152600,water_soluble_protein,C(type),375.6650972,2,10.15233547,8.17E-05
Glyma.10G152600,water_soluble_protein,Residual,2331.178002,126,NA,NA
Glyma.09G266700,water_soluble_protein,C(type),204.3786034,2,4.749341747,0.009948195
Glyma.09G266700,water_soluble_protein,Residual,3356.576956,156,NA,NA
Glyma.13G208900,water_soluble_protein,C(type),164.9081058,1,8.570999851,0.003920338
Glyma.13G208900,water_soluble_protein,Residual,3039.958134,158,NA,NA
Glyma.03G117300,water_soluble_protein,C(type),125.5106349,1,6.204935446,0.013793155
Glyma.03G117300,water_soluble_protein,Residual,3135.270072,155,NA,NA
Glyma.08G065600,water_soluble_protein,C(type),187.1867575,1,8.403864827,0.004273708
Glyma.08G065600,water_soluble_protein,Residual,3541.548449,159,NA,NA
Glyma.08G178600,water_soluble_protein,C(type),213.1924457,1,9.6873637,0.002198183
Glyma.08G178600,water_soluble_protein,Residual,3521.163483,160,NA,NA
Glyma.08G277000,water_soluble_protein,C(type),197.3128329,1,8.959531846,0.003201435
Glyma.08G277000,water_soluble_protein,Residual,3501.604879,159,NA,NA
Glyma.01G214200,water_soluble_protein,C(type),417.5949418,1,20.30952403,1.26E-05
Glyma.01G214200,water_soluble_protein,Residual,3310.40676,161,NA,NA
Glyma.08G321100,water_soluble_protein,C(type),329.9224826,3,5.195332631,0.001912912
Glyma.08G321100,water_soluble_protein,Residual,3238.685144,153,NA,NA
Glyma.19G029500,water_soluble_protein,C(type),156.933506,1,7.037662586,0.008790922
Glyma.19G029500,water_soluble_protein,Residual,3545.556093,159,NA,NA
Glyma.08G103900,water_soluble_protein,C(type),543.4515013,3,11.78861694,5.50E-07
Glyma.08G103900,water_soluble_protein,Residual,2335.71726,152,NA,NA
Glyma.06G180200,water_soluble_protein,C(type),217.1360118,1,10.42184262,0.001516378
Glyma.06G180200,water_soluble_protein,Residual,3271.048612,157,NA,NA
Glyma.08G100800,water_soluble_protein,C(type),376.1381114,1,18.09829401,3.57E-05
Glyma.08G100800,water_soluble_protein,Residual,3304.508131,159,NA,NA
Glyma.02G004200,water_soluble_protein,C(type),200.0403398,1,9.696006325,0.002217584
Glyma.02G004200,water_soluble_protein,Residual,3053.419036,148,NA,NA
Glyma.08G280200,water_soluble_protein,C(type),158.1647768,1,7.195334312,0.00808177
Glyma.08G280200,water_soluble_protein,Residual,3495.070336,159,NA,NA
Glyma.12G214700,water_soluble_protein,C(type),234.2244808,1,10.68905408,0.001321116
Glyma.12G214700,water_soluble_protein,Residual,3484.096175,159,NA,NA
Glyma.02G235600,water_soluble_protein,C(type),218.4987445,2,5.056486654,0.007473497
Glyma.02G235600,water_soluble_protein,Residual,3305.68537,153,NA,NA
Glyma.18G233800,water_soluble_protein,C(type),93.88083,1,4.122497323,0.04399372
Glyma.18G233800,water_soluble_protein,Residual,3598.10328,158,NA,NA
Glyma.11G013900,water_soluble_protein,C(type),172.1937259,1,7.621535201,0.006454767
Glyma.11G013900,water_soluble_protein,Residual,3547.108851,157,NA,NA
Glyma.17G033100,water_soluble_protein,C(type),226.508509,3,3.327262684,0.021411699
Glyma.17G033100,water_soluble_protein,Residual,3313.057955,146,NA,NA
Glyma.20G078500,water_soluble_protein,C(type),198.9102307,2,4.465832522,0.013001794
Glyma.20G078500,water_soluble_protein,Residual,3474.155808,156,NA,NA
Glyma.04G039700,water_soluble_protein,C(type),148.3283667,1,8.070842542,0.005123974
Glyma.04G039700,water_soluble_protein,Residual,2756.745022,150,NA,NA
Glyma.16G152600,water_soluble_protein,C(type),240.8680543,3,4.021677906,0.008841431
Glyma.16G152600,water_soluble_protein,Residual,2775.01583,139,NA,NA
Glyma.19G042000,water_soluble_protein,C(type),226.8449107,1,10.62383267,0.001368837
Glyma.19G042000,water_soluble_protein,Residual,3352.33546,157,NA,NA
Glyma.04G197500,water_soluble_protein,C(type),263.630752,3,5.590084985,0.00122681
Glyma.04G197500,water_soluble_protein,Residual,2043.618171,130,NA,NA
Glyma.06G317000,water_soluble_protein,C(type),363.4557885,3,5.058405625,0.002522456
Glyma.06G317000,water_soluble_protein,Residual,2706.419581,113,NA,NA
Glyma.12G032600,water_soluble_protein,C(type),200.8522117,1,9.201891908,0.002816649
Glyma.12G032600,water_soluble_protein,Residual,3536.018312,162,NA,NA
Glyma.04G024700,water_soluble_protein,C(type),115.8688873,1,5.156864398,0.024479988
Glyma.04G024700,water_soluble_protein,Residual,3617.487183,161,NA,NA
Glyma.04G036000,water_soluble_protein,C(type),178.4082989,1,8.558873089,0.003976906
Glyma.04G036000,water_soluble_protein,Residual,3105.880443,149,NA,NA
Glyma.15G066600,water_soluble_protein,C(type),145.0190768,2,3.179676705,0.044308623
Glyma.15G066600,water_soluble_protein,Residual,3557.433361,156,NA,NA
Glyma.10G082100,water_soluble_protein,C(type),303.9375842,3,5.013320004,0.002440416
Glyma.10G082100,water_soluble_protein,Residual,2990.883115,148,NA,NA
Glyma.13G059800,water_soluble_protein,C(type),138.9399065,1,6.197527969,0.013862725
Glyma.13G059800,water_soluble_protein,Residual,3430.045949,153,NA,NA
Glyma.07G058800,water_soluble_protein,C(type),161.0431928,2,3.74323214,0.025964337
Glyma.07G058800,water_soluble_protein,Residual,3162.153515,147,NA,NA
Glyma.03G218900,water_soluble_protein,C(type),140.6218852,2,3.175479359,0.04465465
Glyma.03G218900,water_soluble_protein,Residual,3254.849864,147,NA,NA
Glyma.06G323600,water_soluble_protein,C(type),327.5453557,3,5.05859476,0.002293632
Glyma.06G323600,water_soluble_protein,Residual,3237.513294,150,NA,NA
Glyma.15G066900,water_soluble_protein,C(type),145.1620706,2,3.187395108,0.043963964
Glyma.15G066900,water_soluble_protein,Residual,3575.089424,157,NA,NA
Glyma.18G138900,water_soluble_protein,C(type),256.2216593,1,11.92533646,0.000706688
Glyma.18G138900,water_soluble_protein,Residual,3480.648864,162,NA,NA
Glyma.08G328400,water_soluble_protein,C(type),248.1225841,1,12.11748698,0.000657878
Glyma.08G328400,water_soluble_protein,Residual,3010.031692,147,NA,NA
Glyma.12G100400,water_soluble_protein,C(type),91.48748955,1,4.463125895,0.036268295
Glyma.12G100400,water_soluble_protein,Residual,3115.775521,152,NA,NA
Glyma.15G274400,water_soluble_protein,C(type),169.4054212,1,7.596418242,0.006589426
Glyma.15G274400,water_soluble_protein,Residual,3278.202453,147,NA,NA
Glyma.02G239000,water_soluble_protein,C(type),171.2933429,1,9.214238841,0.002831939
Glyma.02G239000,water_soluble_protein,Residual,2788.510465,150,NA,NA
Glyma.03G231500,water_soluble_protein,C(type),130.6525201,1,5.996892162,0.015410435
Glyma.03G231500,water_soluble_protein,Residual,3485.872791,160,NA,NA
Glyma.13G220400,water_soluble_protein,C(type),258.6051375,3,4.150137955,0.007636023
Glyma.13G220400,water_soluble_protein,Residual,2658.663234,128,NA,NA
Glyma.01G086300,water_soluble_protein,C(type),134.7201975,1,5.995672668,0.015441599
Glyma.01G086300,water_soluble_protein,Residual,3527.722774,157,NA,NA
Glyma.06G207900,water_soluble_protein,C(type),302.1552121,2,7.212655729,0.00100939
Glyma.06G207900,water_soluble_protein,Residual,3267.604531,156,NA,NA
Glyma.11G252800,water_soluble_protein,C(type),175.1287954,1,7.828239443,0.005779703
Glyma.11G252800,water_soluble_protein,Residual,3557.055028,159,NA,NA
Glyma.09G169000,water_soluble_protein,C(type),246.705273,2,5.337895796,0.005796311
Glyma.09G169000,water_soluble_protein,Residual,3350.783338,145,NA,NA
Glyma.18G067300,water_soluble_protein,C(type),248.3366344,2,5.730515944,0.003943294
Glyma.18G067300,water_soluble_protein,Residual,3488.533889,161,NA,NA
Glyma.13G206900,water_soluble_protein,C(type),363.2496969,2,9.93068608,8.91E-05
Glyma.13G206900,water_soluble_protein,Residual,2743.388226,150,NA,NA
Glyma.13G371000,water_soluble_protein,C(type),289.0320787,2,6.716664234,0.001581226
Glyma.13G371000,water_soluble_protein,Residual,3442.566948,160,NA,NA
Glyma.08G278300,water_soluble_protein,C(type),202.4144385,1,9.277563011,0.002708736
Glyma.08G278300,water_soluble_protein,Residual,3534.456085,162,NA,NA
Glyma.02G235700,water_soluble_protein,C(type),148.814534,1,6.624609996,0.011013778
Glyma.02G235700,water_soluble_protein,Residual,3414.511824,152,NA,NA
Glyma.02G237100,water_soluble_protein,C(type),164.7546246,2,4.276530272,0.015683413
Glyma.02G237100,water_soluble_protein,Residual,2793.084469,145,NA,NA
Glyma.05G038500,water_soluble_protein,C(type),273.9311446,3,4.859512701,0.002956453
Glyma.05G038500,water_soluble_protein,Residual,2837.294285,151,NA,NA
Glyma.08G095900,water_soluble_protein,C(type),308.7632726,1,14.59104004,0.00018993
Glyma.08G095900,water_soluble_protein,Residual,3428.107251,162,NA,NA
Glyma.08G323800,water_soluble_protein,C(type),122.0953229,1,5.129710943,0.024961761
Glyma.08G323800,water_soluble_protein,Residual,3546.438253,149,NA,NA
Glyma.06G210400,water_soluble_protein,C(type),146.2829384,2,3.352654091,0.037498145
Glyma.06G210400,water_soluble_protein,Residual,3446.92647,158,NA,NA
Glyma.10G138300,water_soluble_protein,C(type),119.6434334,1,5.212896082,0.023796815
Glyma.10G138300,water_soluble_protein,Residual,3511.569196,153,NA,NA
Glyma.20G224600,water_soluble_protein,C(type),141.4051204,2,3.096532224,0.048013609
Glyma.20G224600,water_soluble_protein,Residual,3539.086966,155,NA,NA
Glyma.13G219200,water_soluble_protein,C(type),368.1540731,2,8.637501783,0.000276896
Glyma.13G219200,water_soluble_protein,Residual,3324.574445,156,NA,NA
Glyma.10G072100,water_soluble_protein,C(type),137.2201548,1,6.074534861,0.014791998
Glyma.10G072100,water_soluble_protein,Residual,3546.537273,157,NA,NA
Glyma.13G214700,water_soluble_protein,C(type),285.3183822,3,4.127321394,0.007698492
Glyma.13G214700,water_soluble_protein,Residual,3249.071901,141,NA,NA
Glyma.16G086700,water_soluble_protein,C(type),321.5830269,2,6.578650589,0.002069526
Glyma.16G086700,water_soluble_protein,Residual,2444.141261,100,NA,NA
Glyma.08G029300,water_soluble_protein,C(type),121.7610505,1,5.513585215,0.020166065
Glyma.08G029300,water_soluble_protein,Residual,3334.657561,151,NA,NA
Glyma.16G089700,water_soluble_protein,C(type),178.0491958,1,8.062031116,0.005111089
Glyma.16G089700,water_soluble_protein,Residual,3511.499984,159,NA,NA
Glyma.02G048500,water_soluble_protein,C(type),123.798501,1,5.742934172,0.0177237
Glyma.02G048500,water_soluble_protein,Residual,3405.952876,158,NA,NA
Glyma.09G184200,water_soluble_protein,C(type),106.2222209,1,4.66646505,0.032283956
Glyma.09G184200,water_soluble_protein,Residual,3551.010516,156,NA,NA
Glyma.03G181900,water_soluble_protein,C(type),146.6971538,1,6.583763582,0.011227023
Glyma.03G181900,water_soluble_protein,Residual,3498.219956,157,NA,NA
Glyma.18G013100,water_soluble_protein,C(type),455.1824018,4,5.824316178,0.000218044
Glyma.18G013100,water_soluble_protein,Residual,2969.778896,152,NA,NA
Glyma.06G224400,water_soluble_protein,C(type),119.766492,1,5.354556274,0.021940207
Glyma.06G224400,water_soluble_protein,Residual,3578.753819,160,NA,NA
Glyma.08G159500,water_soluble_protein,C(type),269.4179699,2,6.10108414,0.002814874
Glyma.08G159500,water_soluble_protein,Residual,3422.324982,155,NA,NA
Glyma.06G318000,water_soluble_protein,C(type),346.7624186,2,8.569793845,0.0003054
Glyma.06G318000,water_soluble_protein,Residual,2893.128281,143,NA,NA
Glyma.07G086800,water_soluble_protein,C(type),99.94140868,1,4.401970138,0.037509031
Glyma.07G086800,water_soluble_protein,Residual,3541.791349,156,NA,NA
Glyma.08G053400,water_soluble_protein,C(type),166.5804909,1,7.558500649,0.006651332
Glyma.08G053400,water_soluble_protein,Residual,3570.290033,162,NA,NA
Glyma.18G158100,water_soluble_protein,C(type),299.7835177,2,7.132430724,0.001086342
Glyma.18G158100,water_soluble_protein,Residual,3278.42152,156,NA,NA
Glyma.10G290400,water_soluble_protein,C(type),165.0350701,1,7.53211613,0.006816646
Glyma.10G290400,water_soluble_protein,Residual,3220.895017,147,NA,NA
Glyma.18G045800,water_soluble_protein,C(type),449.109926,5,4.417137612,0.00093165
Glyma.18G045800,water_soluble_protein,Residual,2745.20947,135,NA,NA
Glyma.10G240700,water_soluble_protein,C(type),159.1869756,2,3.532291535,0.031890141
Glyma.10G240700,water_soluble_protein,Residual,3132.10127,139,NA,NA
Glyma.04G066400,water_soluble_protein,C(type),512.3085391,3,9.323282128,1.13E-05
Glyma.04G066400,water_soluble_protein,Residual,2637.570068,144,NA,NA
Glyma.10G070400,water_soluble_protein,C(type),135.8784177,1,6.021064187,0.015243559
Glyma.10G070400,water_soluble_protein,Residual,3497.912345,155,NA,NA
Glyma.17G255500,water_soluble_protein,C(type),527.9597609,2,13.14540227,5.27E-06
Glyma.17G255500,water_soluble_protein,Residual,3152.801289,157,NA,NA
Glyma.18G137100,water_soluble_protein,C(type),321.5419377,2,7.531763868,0.000748074
Glyma.18G137100,water_soluble_protein,Residual,3415.316181,160,NA,NA
Glyma.02G075000,water_soluble_protein,C(type),142.4346865,1,6.385323674,0.012471332
Glyma.02G075000,water_soluble_protein,Residual,3591.358198,161,NA,NA
Glyma.20G081100,water_soluble_protein,C(type),126.6427984,1,6.964178273,0.009205953
