loc,trait,name,sum_sq,df,F,PR(>F)
Glyma.05G039900,protein_content,Residual,869.0935994,189,NA,NA
Glyma.13G354500,protein_content,C(type),98.69295961,1,23.11887283,3.02E-06
Glyma.13G354500,protein_content,Residual,840.9801459,197,NA,NA
Glyma.14G031700,protein_content,C(type),19.89048126,1,4.286106445,0.039729087
Glyma.14G031700,protein_content,Residual,914.2154675,197,NA,NA
Glyma.07G191000,protein_content,C(type),44.10462045,2,4.856212483,0.0087776
Glyma.07G191000,protein_content,Residual,858.258704,189,NA,NA
Glyma.19G247100,protein_content,C(type),39.0008414,2,4.185025693,0.016655665
Glyma.19G247100,protein_content,Residual,880.6587539,189,NA,NA
Glyma.04G053000,protein_content,C(type),59.75099113,2,6.748324764,0.001456942
Glyma.04G053000,protein_content,Residual,889.8467128,201,NA,NA
Glyma.03G017700,protein_content,C(type),23.73849305,1,4.920090293,0.027724544
Glyma.03G017700,protein_content,Residual,921.5384075,191,NA,NA
Glyma.08G099400,protein_content,C(type),29.01441833,1,6.271351271,0.013053807
Glyma.08G099400,protein_content,Residual,943.8063797,204,NA,NA
Glyma.17G066500,protein_content,C(type),67.06492573,2,7.403412283,0.00079302
Glyma.17G066500,protein_content,Residual,896.8064176,198,NA,NA
Glyma.08G127700,protein_content,C(type),37.67666842,2,4.394709894,0.013750032
Glyma.08G127700,protein_content,Residual,741.5806498,173,NA,NA
Glyma.08G114400,protein_content,C(type),96.61718283,2,11.25104458,2.52E-05
Glyma.08G114400,protein_content,Residual,755.6909077,176,NA,NA
Glyma.12G221100,protein_content,C(type),40.84852336,1,8.815579946,0.003359433
Glyma.12G221100,protein_content,Residual,908.2000989,196,NA,NA
Glyma.04G036900,protein_content,C(type),45.22836765,2,4.927770222,0.008170008
Glyma.04G036900,protein_content,Residual,894.8805743,195,NA,NA
Glyma.04G040000,protein_content,C(type),88.22913748,2,10.35884525,5.24E-05
Glyma.04G040000,protein_content,Residual,851.7275364,200,NA,NA
Glyma.17G159600,protein_content,C(type),31.14360292,1,6.749734766,0.010073753
Glyma.17G159600,protein_content,Residual,922.8096807,200,NA,NA
Glyma.04G120800,protein_content,C(type),48.49948517,1,10.6543125,0.001290647
Glyma.04G120800,protein_content,Residual,914.9718971,201,NA,NA
Glyma.18G120400,protein_content,C(type),38.25716946,2,4.082759921,0.018323112
Glyma.18G120400,protein_content,Residual,913.6158124,195,NA,NA
Glyma.15G029000,protein_content,C(type),29.02500812,1,6.346165589,0.012562349
Glyma.15G029000,protein_content,Residual,896.4313192,196,NA,NA
Glyma.07G195500,protein_content,C(type),79.47683924,2,9.28035271,0.000141841
Glyma.07G195500,protein_content,Residual,826.424946,193,NA,NA
Glyma.13G006200,protein_content,C(type),51.04111849,2,5.712388494,0.003876259
Glyma.13G006200,protein_content,Residual,880.1134895,197,NA,NA
Glyma.16G029700,protein_content,C(type),45.28359568,1,9.854426199,0.001956075
Glyma.16G029700,protein_content,Residual,900.669869,196,NA,NA
Glyma.07G214100,protein_content,C(type),33.74503905,2,3.82304834,0.023580129
Glyma.07G214100,protein_content,Residual,829.7131997,188,NA,NA
Glyma.09G194500,protein_content,C(type),25.88934033,1,5.625830342,0.018646822
Glyma.09G194500,protein_content,Residual,920.3740161,200,NA,NA
Glyma.10G048800,protein_content,C(type),17.92191927,1,3.9253457,0.048961573
Glyma.10G048800,protein_content,Residual,894.8756226,196,NA,NA
Glyma.06G294200,protein_content,C(type),79.25769867,6,3.212470095,0.00530995
Glyma.06G294200,protein_content,Residual,637.3570766,155,NA,NA
Glyma.08G031700,protein_content,C(type),35.08840263,1,7.770155653,0.005823756
Glyma.08G031700,protein_content,Residual,903.1582944,200,NA,NA
Glyma.07G167700,protein_content,C(type),79.48668421,2,9.128116889,0.000159939
Glyma.07G167700,protein_content,Residual,883.8513512,203,NA,NA
Glyma.17G017600,protein_content,C(type),37.34249945,2,3.988712546,0.020016119
Glyma.17G017600,protein_content,Residual,936.2043271,200,NA,NA
Glyma.13G000600,protein_content,C(type),38.43370089,1,8.270096621,0.004478455
Glyma.13G000600,protein_content,Residual,906.2254067,195,NA,NA
Glyma.12G205500,protein_content,C(type),48.36285543,1,10.68091952,0.00127021
Glyma.12G205500,protein_content,Residual,923.7053504,204,NA,NA
Glyma.08G241200,protein_content,C(type),91.3455626,2,10.1404559,6.64E-05
Glyma.08G241200,protein_content,Residual,828.739047,184,NA,NA
Glyma.14G028300,protein_content,C(type),38.04832777,2,4.002314524,0.019970902
Glyma.14G028300,protein_content,Residual,831.8258498,175,NA,NA
Glyma.15G048300,protein_content,C(type),55.8769795,1,12.42809033,0.000523204
Glyma.15G048300,protein_content,Residual,908.1966381,202,NA,NA
Glyma.08G309000,protein_content,C(type),39.50377773,2,4.268708622,0.015323704
Glyma.08G309000,protein_content,Residual,906.9183589,196,NA,NA
Glyma.04G040300,protein_content,C(type),78.50752577,1,18.21927634,3.03E-05
Glyma.04G040300,protein_content,Residual,870.425362,202,NA,NA
Glyma.06G035600,protein_content,C(type),28.2686757,1,6.468947822,0.011753291
Glyma.06G035600,protein_content,Residual,852.1311213,195,NA,NA
Glyma.04G113700,protein_content,C(type),68.72824743,2,7.55413411,0.000694967
Glyma.04G113700,protein_content,Residual,873.4173444,192,NA,NA
Glyma.20G061800,protein_content,C(type),34.11440477,1,7.398647251,0.007104914
Glyma.20G061800,protein_content,Residual,917.5686201,199,NA,NA
Glyma.20G224000,protein_content,C(type),79.19952417,5,3.473505969,0.005077129
Glyma.20G224000,protein_content,Residual,816.2769807,179,NA,NA
Glyma.06G238700,protein_content,C(type),49.44733389,4,2.70285687,0.03194837
Glyma.06G238700,protein_content,Residual,841.5456196,184,NA,NA
Glyma.15G148300,protein_content,C(type),76.48173204,2,8.591600569,0.000264582
Glyma.15G148300,protein_content,Residual,876.839018,197,NA,NA
Glyma.18G228800,protein_content,C(type),47.9191467,2,5.392664018,0.005293241
Glyma.18G228800,protein_content,Residual,821.9538719,185,NA,NA
Glyma.01G199500,protein_content,C(type),78.66774369,1,18.00976833,3.46E-05
Glyma.01G199500,protein_content,Residual,812.459109,186,NA,NA
Glyma.06G085300,protein_content,C(type),61.46330183,1,13.57298291,0.000299129
Glyma.06G085300,protein_content,Residual,860.3876852,190,NA,NA
Glyma.08G111600,protein_content,C(type),73.59990644,2,8.081994466,0.000424559
Glyma.08G111600,protein_content,Residual,887.8985143,195,NA,NA
Glyma.15G149900,protein_content,C(type),76.36571047,1,17.23926795,4.89E-05
Glyma.15G149900,protein_content,Residual,881.5209801,199,NA,NA
Glyma.13G005700,protein_content,C(type),35.31126643,2,3.49903609,0.037523522
Glyma.13G005700,protein_content,Residual,262.3845263,52,NA,NA
Glyma.17G013700,protein_content,C(type),75.00787423,2,8.387600492,0.000317218
Glyma.17G013700,protein_content,Residual,898.7423003,201,NA,NA
Glyma.06G200200,protein_content,C(type),62.32519407,2,7.044849331,0.001179309
Glyma.06G200200,protein_content,Residual,685.6360319,155,NA,NA
Glyma.17G033800,protein_content,C(type),44.16676012,1,9.708176132,0.002097387
Glyma.17G033800,protein_content,Residual,932.6351007,205,NA,NA
Glyma.13G306000,protein_content,C(type),34.85458573,2,3.703251781,0.026393044
Glyma.13G306000,protein_content,Residual,917.6589415,195,NA,NA
Glyma.18G275900,protein_content,C(type),98.77690732,3,7.560151014,8.29E-05
Glyma.18G275900,protein_content,Residual,840.5450754,193,NA,NA
Glyma.17G152100,protein_content,C(type),43.56321072,1,9.49971456,0.002347827
Glyma.17G152100,protein_content,Residual,907.9763048,198,NA,NA
Glyma.15G235900,protein_content,C(type),71.1741019,4,4.034983732,0.003748568
Glyma.15G235900,protein_content,Residual,754.0780975,171,NA,NA
Glyma.17G151500,protein_content,C(type),30.85883663,1,6.725642368,0.010199081
Glyma.17G151500,protein_content,Residual,926.8237379,202,NA,NA
Glyma.17G139800,protein_content,C(type),41.72127052,1,9.315036899,0.002581412
Glyma.17G139800,protein_content,Residual,895.7832582,200,NA,NA
Glyma.10G240900,protein_content,C(type),32.86309646,1,7.094058103,0.008357856
Glyma.10G240900,protein_content,Residual,935.7613638,202,NA,NA
Glyma.07G263200,protein_content,C(type),20.85306791,1,4.613072744,0.03300234
Glyma.07G263200,protein_content,Residual,854.361085,189,NA,NA
Glyma.17G072600,protein_content,C(type),54.5872997,2,6.105104373,0.00267379
Glyma.17G072600,protein_content,Residual,885.1843212,198,NA,NA
Glyma.16G141700,protein_content,C(type),42.42805503,2,4.610554933,0.011049328
Glyma.16G141700,protein_content,Residual,901.832741,196,NA,NA
Glyma.13G142400,protein_content,C(type),55.51857786,2,6.049572183,0.002822319
Glyma.13G142400,protein_content,Residual,899.372793,196,NA,NA
Glyma.10G255700,protein_content,C(type),28.94588169,2,3.265061204,0.040507293
Glyma.10G255700,protein_content,Residual,784.5826983,177,NA,NA
Glyma.18G187500,protein_content,C(type),45.04483549,2,4.93101318,0.008149729
Glyma.18G187500,protein_content,Residual,886.0955919,194,NA,NA
Glyma.05G213600,protein_content,C(type),37.56120582,2,3.940765855,0.021095386
Glyma.05G213600,protein_content,Residual,876.8932391,184,NA,NA
Glyma.19G130000,protein_content,C(type),32.84490967,1,7.090807776,0.008369375
Glyma.19G130000,protein_content,Residual,940.3042464,203,NA,NA
Glyma.04G043700,protein_content,C(type),46.77140489,2,5.181739426,0.00643915
Glyma.04G043700,protein_content,Residual,857.4887889,190,NA,NA
Glyma.01G031000,protein_content,C(type),37.04620585,2,4.022721177,0.01944231
Glyma.01G031000,protein_content,Residual,879.4824457,191,NA,NA
Glyma.12G205400,protein_content,C(type),58.28294902,1,12.92146344,0.000408217
Glyma.12G205400,protein_content,Residual,911.1317583,202,NA,NA
Glyma.20G066400,protein_content,C(type),33.8025153,1,7.458349481,0.006905655
Glyma.20G066400,protein_content,Residual,865.6446629,191,NA,NA
Glyma.06G212900,protein_content,C(type),46.95923389,1,10.35212833,0.001507534
Glyma.06G212900,protein_content,Residual,911.77444,201,NA,NA
Glyma.19G014000,protein_content,C(type),40.93108212,3,3.048563021,0.029925009
Glyma.19G014000,protein_content,Residual,836.9093137,187,NA,NA
Glyma.17G158100,protein_content,C(type),104.5187569,1,24.98596067,1.24E-06
Glyma.17G158100,protein_content,Residual,853.3522765,204,NA,NA
Glyma.04G164200,protein_content,C(type),69.28729784,2,7.616498151,0.000654095
Glyma.04G164200,protein_content,Residual,882.4091803,194,NA,NA
Glyma.15G048800,protein_content,C(type),156.5922457,2,19.40252611,2.26E-08
Glyma.15G048800,protein_content,Residual,742.505719,184,NA,NA
Glyma.02G138100,protein_content,C(type),31.19493192,2,3.310865661,0.038578798
Glyma.02G138100,protein_content,Residual,904.5107142,192,NA,NA
Glyma.03G133700,protein_content,C(type),48.25276772,1,10.60155359,0.001328143
Glyma.03G133700,protein_content,Residual,905.744681,199,NA,NA
Glyma.06G215000,protein_content,C(type),54.63689614,2,5.998469985,0.002958969
Glyma.06G215000,protein_content,Residual,897.1844959,197,NA,NA
Glyma.13G009200,protein_content,C(type),19.26080327,1,4.129686393,0.04370278
Glyma.13G009200,protein_content,Residual,788.2137874,169,NA,NA
Glyma.07G047600,protein_content,C(type),36.69824015,2,4.009028823,0.019759187
Glyma.07G047600,protein_content,Residual,842.1585983,184,NA,NA
Glyma.06G285200,protein_content,C(type),82.26783613,2,9.263283947,0.000151487
Glyma.06G285200,protein_content,Residual,759.3311432,171,NA,NA
Glyma.20G057000,protein_content,C(type),36.50982639,1,7.891275956,0.005457793
Glyma.20G057000,protein_content,Residual,929.9478495,201,NA,NA
Glyma.08G117500,protein_content,C(type),69.38882888,1,16.03205693,8.82E-05
Glyma.08G117500,protein_content,Residual,852.6416385,197,NA,NA
Glyma.11G060800,protein_content,C(type),37.87537825,2,4.247261681,0.015655951
Glyma.11G060800,protein_content,Residual,865.0071426,194,NA,NA
Glyma.08G110600,protein_content,C(type),87.74397584,2,10.10656975,6.83E-05
Glyma.08G110600,protein_content,Residual,803.0734428,185,NA,NA
Glyma.01G169900,protein_content,C(type),30.10938401,2,3.204983275,0.042716356
Glyma.01G169900,protein_content,Residual,911.2716038,194,NA,NA
Glyma.12G104000,protein_content,C(type),76.79926177,3,5.802746039,0.000847067
Glyma.12G104000,protein_content,Residual,745.57087,169,NA,NA
Glyma.03G044700,protein_content,C(type),64.20857781,3,4.64456214,0.003714914
Glyma.03G044700,protein_content,Residual,861.7248651,187,NA,NA
Glyma.05G183900,protein_content,C(type),42.72739393,3,2.904401555,0.036441659
Glyma.05G183900,protein_content,Residual,814.0228155,166,NA,NA
Glyma.08G117600,protein_content,C(type),131.6689126,2,16.6453287,2.09E-07
Glyma.08G117600,protein_content,Residual,779.1608154,197,NA,NA
Glyma.20G137700,protein_content,C(type),39.38036659,3,2.694870263,0.048142988
Glyma.20G137700,protein_content,Residual,725.7831916,149,NA,NA
Glyma.15G035900,protein_content,C(type),54.23750529,2,5.939536539,0.003155808
Glyma.15G035900,protein_content,Residual,853.8051263,187,NA,NA
Glyma.20G057600,protein_content,C(type),39.95197745,1,8.70217902,0.003551594
Glyma.20G057600,protein_content,Residual,931.9793816,203,NA,NA
Glyma.10G046900,protein_content,C(type),29.30030805,2,3.191205812,0.043301188
Glyma.10G046900,protein_content,Residual,886.022367,193,NA,NA
Glyma.17G062300,protein_content,C(type),34.65503008,2,3.651017604,0.027793401
Glyma.17G062300,protein_content,Residual,906.4747782,191,NA,NA
Glyma.15G033400,protein_content,C(type),86.54127747,3,6.45514106,0.000347956
Glyma.15G033400,protein_content,Residual,853.5513964,191,NA,NA
Glyma.09G269500,protein_content,C(type),55.63634053,1,12.34601395,0.000545866
Glyma.09G269500,protein_content,Residual,905.7906861,201,NA,NA
Glyma.20G076000,protein_content,C(type),52.42163612,2,5.640564989,0.00416154
Glyma.20G076000,protein_content,Residual,896.8406348,193,NA,NA
Glyma.08G207300,protein_content,C(type),50.7137558,2,5.777691193,0.003684856
Glyma.08G207300,protein_content,Residual,807.5311362,184,NA,NA
Glyma.15G050900,protein_content,C(type),65.19950565,1,14.77992125,0.000162295
Glyma.15G050900,protein_content,Residual,882.2713538,200,NA,NA
Glyma.20G120400,protein_content,C(type),61.12836194,2,6.691300523,0.001549987
Glyma.20G120400,protein_content,Residual,881.5755483,193,NA,NA
Glyma.15G029900,protein_content,C(type),49.98373537,2,5.410222125,0.005349034
Glyma.15G029900,protein_content,Residual,720.623159,156,NA,NA
Glyma.06G274200,protein_content,C(type),58.13935831,2,6.346891455,0.002129774
Glyma.06G274200,protein_content,Residual,906.868585,198,NA,NA
Glyma.20G069100,protein_content,C(type),32.67850962,1,7.002630848,0.008786626
Glyma.20G069100,protein_content,Residual,933.3209285,200,NA,NA
Glyma.04G163900,protein_content,C(type),48.07778844,1,10.29809177,0.001558319
Glyma.04G163900,protein_content,Residual,905.7106075,194,NA,NA
Glyma.12G101900,protein_content,C(type),93.49215812,2,10.58523851,4.40E-05
Glyma.12G101900,protein_content,Residual,830.2375853,188,NA,NA
Glyma.03G015000,protein_content,C(type),48.62098632,1,10.62245494,0.001312944
Glyma.03G015000,protein_content,Residual,915.4378459,200,NA,NA
Glyma.15G018300,protein_content,C(type),37.58583352,1,8.130685015,0.004811279
Glyma.15G018300,protein_content,Residual,919.9201366,199,NA,NA
Glyma.09G049500,protein_content,C(type),61.78596693,3,4.447459096,0.004794005
Glyma.09G049500,protein_content,Residual,879.8532274,190,NA,NA
Glyma.05G200100,protein_content,C(type),57.73867114,1,13.09371132,0.000375706
Glyma.05G200100,protein_content,Residual,877.5201527,199,NA,NA
Glyma.15G035700,protein_content,C(type),67.87518425,1,15.30292489,0.000125437
Glyma.15G035700,protein_content,Residual,887.0877266,200,NA,NA
Glyma.20G087100,protein_content,C(type),38.49913143,1,8.572286932,0.003802821
Glyma.20G087100,protein_content,Residual,911.6964637,203,NA,NA
Glyma.09G041300,protein_content,C(type),55.22636668,2,5.891706375,0.003336405
Glyma.09G041300,protein_content,Residual,824.8748255,176,NA,NA
Glyma.05G185400,protein_content,C(type),85.92560985,2,10.2190627,6.08E-05
Glyma.05G185400,protein_content,Residual,802.9988644,191,NA,NA
Glyma.03G207500,protein_content,C(type),41.34583944,1,8.887906427,0.003227027
Glyma.03G207500,protein_content,Residual,930.38422,200,NA,NA
Glyma.06G274500,protein_content,C(type),98.620968,3,7.57569431,8.17E-05
Glyma.06G274500,protein_content,Residual,828.8175366,191,NA,NA
Glyma.15G030900,protein_content,C(type),33.21673658,1,6.892591369,0.009395857
Glyma.15G030900,protein_content,Residual,872.2741563,181,NA,NA
Glyma.19G011000,protein_content,C(type),91.22746404,4,5.162985401,0.000584684
Glyma.19G011000,protein_content,Residual,790.7109354,179,NA,NA
Glyma.19G245300,protein_content,C(type),25.85724313,1,5.534526377,0.019626077
Glyma.19G245300,protein_content,Residual,925.0537069,198,NA,NA
Glyma.07G198400,protein_content,C(type),50.05945645,1,11.1700821,0.000994663
Glyma.07G198400,protein_content,Residual,882.868437,197,NA,NA
Glyma.06G199800,protein_content,C(type),120.0932041,2,14.419021,1.55E-06
Glyma.06G199800,protein_content,Residual,749.5923871,180,NA,NA
Glyma.17G160600,protein_content,C(type),58.55422097,1,13.11834137,0.000370259
Glyma.17G160600,protein_content,Residual,897.1712263,201,NA,NA
Glyma.16G050700,protein_content,C(type),28.77137462,2,3.107207876,0.04703058
Glyma.16G050700,protein_content,Residual,870.3985448,188,NA,NA
Glyma.19G002200,protein_content,C(type),59.8018982,2,6.747904914,0.001485642
Glyma.19G002200,protein_content,Residual,815.3307884,184,NA,NA
Glyma.15G032100,protein_content,C(type),52.90867335,1,11.78511257,0.000724251
Glyma.15G032100,protein_content,Residual,906.8688953,202,NA,NA
Glyma.15G062000,protein_content,C(type),48.90656618,2,5.385188393,0.00531438
Glyma.15G062000,protein_content,Residual,858.2189083,189,NA,NA
Glyma.20G108000,protein_content,C(type),43.13024343,3,3.145581231,0.026426639
Glyma.20G108000,protein_content,Residual,836.3938667,183,NA,NA
Glyma.08G367100,protein_content,C(type),24.96552704,1,5.412623562,0.020998084
Glyma.08G367100,protein_content,Residual,917.8801784,199,NA,NA
Glyma.20G108400,protein_content,C(type),50.88055928,2,6.091568053,0.00275231
Glyma.20G108400,protein_content,Residual,755.912201,181,NA,NA
Glyma.18G187800,protein_content,C(type),43.48703271,1,9.429427802,0.002432115
Glyma.18G187800,protein_content,Residual,922.3684326,200,NA,NA
Glyma.06G258800,protein_content,C(type),74.84146978,5,3.192506282,0.008903963
Glyma.06G258800,protein_content,Residual,764.2371539,163,NA,NA
Glyma.15G030400,protein_content,C(type),48.27378275,1,10.49891297,0.001405572
Glyma.15G030400,protein_content,Residual,892.0079519,194,NA,NA
Glyma.15G174300,protein_content,C(type),43.46350864,2,4.837362552,0.008914965
Glyma.15G174300,protein_content,Residual,867.0486322,193,NA,NA
Glyma.06G200300,protein_content,C(type),54.98008303,2,7.250309468,0.001097943
Glyma.06G200300,protein_content,Residual,420.8640503,111,NA,NA
Glyma.13G250400,protein_content,C(type),45.60015956,2,4.932019236,0.00811794
Glyma.13G250400,protein_content,Residual,919.9509692,199,NA,NA
Glyma.20G076100,protein_content,C(type),54.56073383,2,6.057276882,0.002814602
Glyma.20G076100,protein_content,Residual,860.2132909,191,NA,NA
Glyma.15G199300,protein_content,C(type),77.10534797,2,8.800455319,0.000224292
Glyma.15G199300,protein_content,Residual,801.6788999,183,NA,NA
Glyma.06G237200,protein_content,C(type),46.95012837,3,3.517401036,0.01659449
Glyma.06G237200,protein_content,Residual,698.5432406,157,NA,NA
Glyma.11G172800,protein_content,C(type),44.69192171,2,4.835864664,0.00889716
Glyma.11G172800,protein_content,Residual,919.555554,199,NA,NA
Glyma.18G228900,protein_content,C(type),55.44546544,4,2.920308044,0.022654444
Glyma.18G228900,protein_content,Residual,840.1380296,177,NA,NA
Glyma.09G268700,protein_content,C(type),44.54117034,1,9.655299164,0.002164168
Glyma.09G268700,protein_content,Residual,918.0132844,199,NA,NA
Glyma.13G038100,protein_content,C(type),47.05908426,3,3.419769538,0.018511218
Glyma.13G038100,protein_content,Residual,830.240572,181,NA,NA
Glyma.08G179400,protein_content,C(type),39.72159309,2,4.266975008,0.015322252
Glyma.08G179400,protein_content,Residual,930.9075636,200,NA,NA
Glyma.06G238600,protein_content,C(type),28.88844617,1,6.222456612,0.013411866
Glyma.06G238600,protein_content,Residual,942.4500543,203,NA,NA
Glyma.01G004200,protein_content,C(type),28.65315026,2,3.082450352,0.047988592
Glyma.01G004200,protein_content,Residual,948.1487106,204,NA,NA
Glyma.11G017000,protein_content,C(type),35.30395723,1,7.650696652,0.006196018
Glyma.11G017000,protein_content,Residual,941.3531345,204,NA,NA
Glyma.15G033100,protein_content,C(type),64.92146688,3,4.975321182,0.002398393
Glyma.15G033100,protein_content,Residual,830.7671485,191,NA,NA
Glyma.18G169800,protein_content,C(type),35.77717452,1,7.761540994,0.005881105
Glyma.18G169800,protein_content,Residual,871.2040548,189,NA,NA
Glyma.18G293200,protein_content,C(type),56.52230847,5,2.605458376,0.026424703
Glyma.18G293200,protein_content,Residual,811.3483433,187,NA,NA
Glyma.17G151300,protein_content,C(type),32.62858747,1,7.092929002,0.008379052
Glyma.17G151300,protein_content,Residual,906.2309422,197,NA,NA
Glyma.15G049100,protein_content,C(type),120.238596,1,29.0515357,1.99E-07
Glyma.15G049100,protein_content,Residual,819.483082,198,NA,NA
Glyma.08G115400,protein_content,C(type),90.84723096,2,10.42426188,5.23E-05
Glyma.08G115400,protein_content,Residual,775.6331956,178,NA,NA
Glyma.12G198500,protein_content,C(type),66.99493595,2,7.463928572,0.000752562
Glyma.12G198500,protein_content,Residual,875.1431893,195,NA,NA
Glyma.08G231700,protein_content,C(type),61.01990623,2,6.559183343,0.001757711
Glyma.08G231700,protein_content,Residual,888.4339314,191,NA,NA
Glyma.16G016000,protein_content,C(type),21.3120954,1,4.542594673,0.034263965
Glyma.16G016000,protein_content,Residual,952.3974022,203,NA,NA
Glyma.13G165400,protein_content,C(type),53.05619473,3,3.81294881,0.011135691
Glyma.13G165400,protein_content,Residual,811.6932187,175,NA,NA
Glyma.15G045200,protein_content,C(type),102.2896312,2,12.08525075,1.11E-05
Glyma.15G045200,protein_content,Residual,842.1685668,199,NA,NA
Glyma.17G032900,protein_content,C(type),85.61334138,2,10.01081024,7.41E-05
Glyma.17G032900,protein_content,Residual,799.6203328,187,NA,NA
Glyma.06G275300,protein_content,C(type),97.31346018,2,11.06077236,2.87E-05
Glyma.06G275300,protein_content,Residual,831.4177065,189,NA,NA
Glyma.05G214100,protein_content,C(type),37.42453402,2,4.009853471,0.019651714
Glyma.05G214100,protein_content,Residual,909.9813978,195,NA,NA
Glyma.20G060900,protein_content,C(type),34.92896918,1,7.548466214,0.006546614
Glyma.20G060900,protein_content,Residual,939.3405947,203,NA,NA
Glyma.17G028500,protein_content,C(type),68.09529562,1,14.94941928,0.000149933
Glyma.17G028500,protein_content,Residual,897.3441034,197,NA,NA
Glyma.03G240800,protein_content,C(type),28.3868798,1,6.151869766,0.013944878
Glyma.03G240800,protein_content,Residual,932.0986849,202,NA,NA
Glyma.17G065900,protein_content,C(type),65.89647351,2,7.102239366,0.001074469
Glyma.17G065900,protein_content,Residual,835.0440347,180,NA,NA
Glyma.16G028100,protein_content,C(type),61.8281889,4,3.422733815,0.009946075
Glyma.16G028100,protein_content,Residual,858.0389629,190,NA,NA
Glyma.08G117100,protein_content,C(type),136.9924045,2,16.86292433,1.73E-07
Glyma.08G117100,protein_content,Residual,804.264301,198,NA,NA
Glyma.15G034200,protein_content,C(type),48.94393763,2,5.544123137,0.004576668
Glyma.15G034200,protein_content,Residual,829.8390969,188,NA,NA
Glyma.04G151300,protein_content,C(type),47.23965401,1,10.33761283,0.001522254
Glyma.04G151300,protein_content,Residual,904.798008,198,NA,NA
Glyma.17G067200,protein_content,C(type),21.77823454,1,4.653930304,0.032151609
Glyma.17G067200,protein_content,Residual,954.6253499,204,NA,NA
Glyma.16G219000,protein_content,C(type),36.32467628,2,3.936355538,0.021271603
Glyma.16G219000,protein_content,Residual,807.4497192,175,NA,NA
Glyma.13G313500,protein_content,C(type),66.30621675,3,4.76628568,0.00315023
Glyma.13G313500,protein_content,Residual,890.3364501,192,NA,NA
Glyma.13G009300,protein_content,C(type),33.30989299,2,3.639366614,0.028059784
Glyma.13G009300,protein_content,Residual,896.9608889,196,NA,NA
Glyma.07G050300,protein_content,C(type),52.62967524,1,11.6319023,0.000784259
Glyma.07G050300,protein_content,Residual,904.9194857,200,NA,NA
Glyma.18G026500,protein_content,C(type),58.693192,2,6.309664234,0.002229708
Glyma.18G026500,protein_content,Residual,869.7473033,187,NA,NA
Glyma.06G202400,protein_content,C(type),81.94428705,1,18.45988534,2.77E-05
Glyma.06G202400,protein_content,Residual,843.4188109,190,NA,NA
Glyma.03G206600,protein_content,C(type),50.04592605,1,11.17949421,0.000995304
Glyma.03G206600,protein_content,Residual,855.0272221,191,NA,NA
Glyma.08G140100,protein_content,C(type),103.9157201,3,8.258953552,3.43E-05
Glyma.08G140100,protein_content,Residual,792.6779493,189,NA,NA
Glyma.08G237600,protein_content,C(type),57.04955369,1,12.55475702,0.000491878
Glyma.08G237600,protein_content,Residual,908.8117532,200,NA,NA
Glyma.08G136100,protein_content,C(type),116.064792,4,6.809340612,3.92E-05
Glyma.08G136100,protein_content,Residual,784.067171,184,NA,NA
Glyma.04G039900,protein_content,C(type),79.06027994,1,18.46874789,2.70E-05
Glyma.04G039900,protein_content,Residual,851.8712693,199,NA,NA
Glyma.03G161100,protein_content,C(type),57.47815965,1,12.99888083,0.000393538
Glyma.03G161100,protein_content,Residual,884.3555136,200,NA,NA
Glyma.05G225800,protein_content,C(type),22.50926271,1,4.675985658,0.031929158
Glyma.05G225800,protein_content,Residual,852.0427116,177,NA,NA
Glyma.20G167300,protein_content,C(type),28.28685453,1,6.113561872,0.014228773
Glyma.20G167300,protein_content,Residual,948.5150063,205,NA,NA
Glyma.18G023700,protein_content,C(type),40.01382846,2,4.380081825,0.013773336
Glyma.18G023700,protein_content,Residual,895.2698479,196,NA,NA
Glyma.20G068100,protein_content,C(type),59.91128005,1,13.18531881,0.000358458
Glyma.20G068100,protein_content,Residual,908.7573977,200,NA,NA
Glyma.10G209500,protein_content,C(type),42.42601529,1,9.681480162,0.002139322
Glyma.10G209500,protein_content,Residual,858.9078175,196,NA,NA
Glyma.02G240600,protein_content,C(type),94.03481907,2,10.85618673,3.32E-05
Glyma.02G240600,protein_content,Residual,879.1792528,203,NA,NA
Glyma.13G307000,protein_content,C(type),71.10355708,2,7.937499098,0.000481006
Glyma.13G307000,protein_content,Residual,900.2719116,201,NA,NA
Glyma.11G247000,protein_content,C(type),25.16773651,1,5.4904584,0.020092905
Glyma.11G247000,protein_content,Residual,925.9486924,202,NA,NA
Glyma.03G058800,protein_content,C(type),55.95623622,4,3.010142924,0.020258203
Glyma.03G058800,protein_content,Residual,659.9176304,142,NA,NA
Glyma.01G136900,protein_content,C(type),44.8644155,1,10.03281814,0.003521345
Glyma.01G136900,protein_content,Residual,134.1529814,30,NA,NA
Glyma.03G206800,protein_content,C(type),47.64009345,1,10.42525793,0.001462097
Glyma.03G206800,protein_content,Residual,877.3785746,192,NA,NA
Glyma.08G142800,protein_content,C(type),79.31180514,2,9.013809203,0.000177322
Glyma.08G142800,protein_content,Residual,897.4900557,204,NA,NA
Glyma.20G188500,protein_content,C(type),65.88978211,3,4.817578432,0.002965916
Glyma.20G188500,protein_content,Residual,847.9709358,186,NA,NA
Glyma.07G047100,protein_content,C(type),76.5888288,3,5.75015561,0.000882888
Glyma.07G047100,protein_content,Residual,812.4855872,183,NA,NA
Glyma.20G189100,protein_content,C(type),45.96380472,2,5.328992824,0.005584501
