loc,trait,name,sum_sq,df,F,PR(>F)
Glyma.08G249400,protein_content,C(type),49.97281619,1,11.39474122,0.000894785
Glyma.08G249400,protein_content,Residual,824.4934449,188,NA,NA
Glyma.13G356400,protein_content,C(type),101.3823884,3,8.187638761,3.94E-05
Glyma.13G356400,protein_content,Residual,722.3050295,175,NA,NA
Glyma.15G034400,protein_content,C(type),36.60281042,2,3.953884951,0.020822637
Glyma.15G034400,protein_content,Residual,856.3122109,185,NA,NA
Glyma.08G133800,protein_content,C(type),82.07766336,1,19.26157488,1.84E-05
Glyma.08G133800,protein_content,Residual,852.242497,200,NA,NA
Glyma.19G218200,protein_content,C(type),40.24177657,1,8.788899362,0.003393402
Glyma.19G218200,protein_content,Residual,929.4770946,203,NA,NA
Glyma.04G169000,protein_content,C(type),33.46485879,1,7.249225787,0.007685552
Glyma.04G169000,protein_content,Residual,937.1161188,203,NA,NA
Glyma.17G016100,protein_content,C(type),80.48649887,2,9.149019164,0.000157767
Glyma.17G016100,protein_content,Residual,879.7281701,200,NA,NA
Glyma.08G296000,protein_content,C(type),29.67767544,1,6.366502427,0.012396026
Glyma.08G296000,protein_content,Residual,946.2916543,203,NA,NA
Glyma.02G113600,protein_content,C(type),42.30844922,3,3.028031251,0.030592533
Glyma.02G113600,protein_content,Residual,922.1693627,198,NA,NA
Glyma.17G068500,protein_content,C(type),56.40829755,3,4.013586165,0.008445062
Glyma.17G068500,protein_content,Residual,904.1624273,193,NA,NA
Glyma.12G118000,protein_content,C(type),94.1133874,1,21.56947691,6.23E-06
Glyma.12G118000,protein_content,Residual,859.5636046,197,NA,NA
Glyma.17G016400,protein_content,C(type),58.77409158,1,13.06636438,0.00037877
Glyma.17G016400,protein_content,Residual,917.61674,204,NA,NA
Glyma.14G117500,protein_content,C(type),35.05401833,2,3.748522597,0.025240692
Glyma.14G117500,protein_content,Residual,925.7908215,198,NA,NA
Glyma.06G209000,protein_content,C(type),67.17049198,2,7.477533514,0.000737364
Glyma.06G209000,protein_content,Residual,902.7889252,201,NA,NA
Glyma.08G336300,protein_content,C(type),34.74356594,2,4.034879941,0.019293496
Glyma.08G336300,protein_content,Residual,783.5832903,182,NA,NA
Glyma.19G101300,protein_content,C(type),23.37571649,1,5.157320812,0.024224524
Glyma.19G101300,protein_content,Residual,897.441139,198,NA,NA
Glyma.04G169500,protein_content,C(type),57.55106534,2,6.390203662,0.002059088
Glyma.04G169500,protein_content,Residual,860.0863182,191,NA,NA
Glyma.08G097300,protein_content,C(type),47.01531665,1,10.23269076,0.001607959
Glyma.08G097300,protein_content,Residual,905.1399678,197,NA,NA
Glyma.08G108300,protein_content,C(type),71.95059096,2,8.512919764,0.000293386
Glyma.08G108300,protein_content,Residual,760.6735839,180,NA,NA
Glyma.07G080000,protein_content,C(type),19.7816869,1,4.117556446,0.043820907
Glyma.07G080000,protein_content,Residual,922.4120992,192,NA,NA
Glyma.08G145300,protein_content,C(type),52.82816601,2,5.931683552,0.003164867
Glyma.08G145300,protein_content,Residual,854.9855858,192,NA,NA
Glyma.18G205200,protein_content,C(type),27.01149008,1,5.651310122,0.018515168
Glyma.18G205200,protein_content,Residual,841.2248049,176,NA,NA
Glyma.10G062800,protein_content,C(type),50.28490241,2,5.941817148,0.00317038
Glyma.10G062800,protein_content,Residual,761.6594561,180,NA,NA
Glyma.20G221600,protein_content,C(type),76.7640767,2,8.794665568,0.000224123
Glyma.20G221600,protein_content,Residual,811.74879,186,NA,NA
Glyma.13G145100,protein_content,C(type),62.73009913,1,13.968372,0.000241671
Glyma.13G145100,protein_content,Residual,911.645976,203,NA,NA
Glyma.04G043200,protein_content,C(type),29.82264883,1,6.548028792,0.011231926
Glyma.04G043200,protein_content,Residual,919.9982551,202,NA,NA
Glyma.11G247700,protein_content,C(type),78.53352958,2,8.884388212,0.000205264
Glyma.11G247700,protein_content,Residual,835.3325371,189,NA,NA
Glyma.18G191400,protein_content,C(type),22.42830261,1,4.860345481,0.028662665
Glyma.18G191400,protein_content,Residual,890.6079661,193,NA,NA
Glyma.03G017500,protein_content,C(type),75.22841286,2,8.614211158,0.000260489
Glyma.03G017500,protein_content,Residual,847.1067069,194,NA,NA
Glyma.08G133200,protein_content,C(type),68.4000634,1,15.59776402,0.000110698
Glyma.08G133200,protein_content,Residual,824.4266229,188,NA,NA
Glyma.07G215000,protein_content,C(type),46.54832818,1,10.24156522,0.001597065
Glyma.07G215000,protein_content,Residual,909.0080896,200,NA,NA
Glyma.08G109800,protein_content,C(type),38.36849271,1,8.296378251,0.004403144
Glyma.08G109800,protein_content,Residual,929.570326,201,NA,NA
Glyma.08G112000,protein_content,C(type),76.67613899,1,17.74285996,3.90E-05
Glyma.08G112000,protein_content,Residual,821.0889589,190,NA,NA
Glyma.13G196900,protein_content,C(type),64.47970762,4,3.874966393,0.00568523
Glyma.13G196900,protein_content,Residual,424.3217559,102,NA,NA
Glyma.08G116300,protein_content,C(type),61.14091962,1,14.28263957,0.000210154
Glyma.08G116300,protein_content,Residual,817.6300742,191,NA,NA
Glyma.11G246600,protein_content,C(type),59.98678908,2,6.415199889,0.002009344
Glyma.11G246600,protein_content,Residual,897.6698858,192,NA,NA
Glyma.10G127300,protein_content,C(type),35.97912053,2,3.830335458,0.023319891
Glyma.10G127300,protein_content,Residual,934.6237508,199,NA,NA
Glyma.19G246400,protein_content,C(type),53.42323755,2,5.656746304,0.004140265
Glyma.19G246400,protein_content,Residual,854.6968059,181,NA,NA
Glyma.15G149300,protein_content,C(type),40.57357281,1,9.035591354,0.002985167
Glyma.15G149300,protein_content,Residual,902.5738124,201,NA,NA
Glyma.17G027100,protein_content,C(type),70.698167,1,15.89599724,9.35E-05
Glyma.17G027100,protein_content,Residual,898.4041404,202,NA,NA
Glyma.19G016200,protein_content,C(type),39.97120216,1,8.712915414,0.00352973
Glyma.19G016200,protein_content,Residual,935.8664527,204,NA,NA
Glyma.07G049200,protein_content,C(type),39.75051005,2,4.326926183,0.014441261
Glyma.07G049200,protein_content,Residual,937.0513508,204,NA,NA
Glyma.08G072300,protein_content,C(type),41.08882596,1,8.967861803,0.003089383
Glyma.08G072300,protein_content,Residual,930.1026101,203,NA,NA
Glyma.15G046700,protein_content,C(type),76.57514308,1,17.41213478,4.46E-05
Glyma.15G046700,protein_content,Residual,892.7540618,203,NA,NA
Glyma.14G028500,protein_content,C(type),40.22879854,2,4.333700984,0.014439891
Glyma.14G028500,protein_content,Residual,881.8642253,190,NA,NA
Glyma.20G223600,protein_content,C(type),86.37254439,4,4.992892546,0.000761005
Glyma.20G223600,protein_content,Residual,804.4081216,186,NA,NA
Glyma.15G061800,protein_content,C(type),47.37510729,1,11.05453637,0.001059729
Glyma.15G061800,protein_content,Residual,822.831487,192,NA,NA
Glyma.09G165400,protein_content,C(type),20.49729886,1,4.364809963,0.037941016
Glyma.09G165400,protein_content,Residual,948.5990007,202,NA,NA
Glyma.17G011400,protein_content,C(type),27.55260558,1,6.001285621,0.015160037
Glyma.17G011400,protein_content,Residual,913.6323208,199,NA,NA
Glyma.03G057400,protein_content,C(type),20.35864059,1,4.347134298,0.038328044
Glyma.03G057400,protein_content,Residual,946.0129633,202,NA,NA
Glyma.04G053200,protein_content,C(type),43.37137823,1,9.708459816,0.002099765
Glyma.04G053200,protein_content,Residual,906.8781193,203,NA,NA
Glyma.15G032800,protein_content,C(type),47.09303946,1,10.35907501,0.001504396
Glyma.15G032800,protein_content,Residual,904.6671486,199,NA,NA
Glyma.20G186500,protein_content,C(type),78.15899703,3,5.802162381,0.000808702
Glyma.20G186500,protein_content,Residual,875.5933517,195,NA,NA
Glyma.05G178600,protein_content,C(type),38.461135,1,8.371305012,0.004228038
Glyma.05G178600,protein_content,Residual,932.6634728,203,NA,NA
Glyma.06G272900,protein_content,C(type),81.39133647,1,18.52367927,2.64E-05
Glyma.06G272900,protein_content,Residual,865.5998113,197,NA,NA
Glyma.07G143000,protein_content,C(type),22.63695526,1,4.839148926,0.028989755
Glyma.07G143000,protein_content,Residual,916.86437,196,NA,NA
Glyma.04G114200,protein_content,C(type),71.78797322,1,16.12747514,8.36E-05
Glyma.04G114200,protein_content,Residual,894.7080987,201,NA,NA
Glyma.20G065900,protein_content,C(type),40.10902084,1,8.70289296,0.003554082
Glyma.20G065900,protein_content,Residual,926.348655,201,NA,NA
Glyma.09G189000,protein_content,C(type),43.01529356,1,9.502679354,0.002360369
Glyma.09G189000,protein_content,Residual,851.0100033,188,NA,NA
Glyma.08G098800,protein_content,C(type),84.3712959,1,19.2175471,1.88E-05
Glyma.08G098800,protein_content,Residual,878.0651917,200,NA,NA
Glyma.15G051400,protein_content,C(type),41.15654396,1,9.235983792,0.002690046
Glyma.15G051400,protein_content,Residual,891.2216585,200,NA,NA
Glyma.06G317600,protein_content,C(type),41.2814804,1,9.388922083,0.002490304
Glyma.06G317600,protein_content,Residual,861.7783903,196,NA,NA
Glyma.08G166700,protein_content,C(type),71.10084526,2,8.131714367,0.000411518
Glyma.08G166700,protein_content,Residual,813.159232,186,NA,NA
Glyma.08G140500,protein_content,C(type),118.0466383,4,7.442072995,1.47E-05
Glyma.08G140500,protein_content,Residual,693.9653011,175,NA,NA
Glyma.08G230900,protein_content,C(type),60.77070712,2,6.620078755,0.00165151
Glyma.08G230900,protein_content,Residual,899.6160798,196,NA,NA
Glyma.18G167500,protein_content,C(type),70.77598832,1,15.721716,0.00010246
Glyma.18G167500,protein_content,Residual,891.3559872,198,NA,NA
Glyma.20G222000,protein_content,C(type),93.48523594,2,10.46191661,4.91E-05
Glyma.20G222000,protein_content,Residual,844.429862,189,NA,NA
Glyma.20G207000,protein_content,C(type),37.05697589,1,8.061238991,0.004989198
Glyma.20G207000,protein_content,Residual,919.3866088,200,NA,NA
Glyma.08G164200,protein_content,C(type),29.53590717,1,6.404193895,0.012151257
Glyma.08G164200,protein_content,Residual,927.0046219,201,NA,NA
Glyma.13G313300,protein_content,C(type),67.01847157,3,4.85052539,0.002817794
Glyma.13G313300,protein_content,Residual,888.8772503,193,NA,NA
Glyma.08G135500,protein_content,C(type),39.83923232,1,8.825563301,0.003341901
Glyma.08G135500,protein_content,Residual,884.758204,196,NA,NA
Glyma.09G018900,protein_content,C(type),39.27910913,2,4.208028008,0.016248554
Glyma.09G018900,protein_content,Residual,910.0968752,195,NA,NA
Glyma.17G014500,protein_content,C(type),44.44104591,1,9.685534711,0.002127666
Glyma.17G014500,protein_content,Residual,922.2671226,201,NA,NA
Glyma.03G206100,protein_content,C(type),37.16305002,1,8.330964404,0.004330036
Glyma.03G206100,protein_content,Residual,883.24515,198,NA,NA
Glyma.20G139300,protein_content,C(type),45.94926322,1,9.25123989,0.002761527
Glyma.20G139300,protein_content,Residual,774.8242558,156,NA,NA
Glyma.06G201700,protein_content,C(type),93.1815552,4,5.353272053,0.000470295
Glyma.06G201700,protein_content,Residual,644.0392919,148,NA,NA
Glyma.14G028700,protein_content,C(type),30.60518401,1,6.625378844,0.010765856
Glyma.14G028700,protein_content,Residual,937.7354111,203,NA,NA
Glyma.08G276700,protein_content,C(type),50.81686537,1,11.54203184,0.000821643
Glyma.08G276700,protein_content,Residual,876.1504341,199,NA,NA
Glyma.01G215300,protein_content,C(type),46.12243182,1,10.09747183,0.001724037
Glyma.01G215300,protein_content,Residual,899.8409923,197,NA,NA
Glyma.08G118000,protein_content,C(type),74.44047179,2,8.659401189,0.000249901
Glyma.08G118000,protein_content,Residual,833.8597099,194,NA,NA
Glyma.18G168300,protein_content,C(type),23.49276091,1,5.091736499,0.025321607
Glyma.18G168300,protein_content,Residual,779.7490297,169,NA,NA
Glyma.20G139100,protein_content,C(type),29.31666664,2,3.09916221,0.047373902
Glyma.20G139100,protein_content,Residual,898.6568442,190,NA,NA
Glyma.20G129800,protein_content,C(type),33.42827042,1,7.314962397,0.007459464
Glyma.20G129800,protein_content,Residual,868.2712275,190,NA,NA
Glyma.14G160300,protein_content,C(type),30.3642051,2,3.234184468,0.041451339
Glyma.14G160300,protein_content,Residual,943.5462459,201,NA,NA
Glyma.01G224600,protein_content,C(type),42.66126825,2,4.707968457,0.010041566
Glyma.01G224600,protein_content,Residual,910.6810077,201,NA,NA
Glyma.13G330400,protein_content,C(type),55.23352657,3,3.936635,0.009369585
Glyma.13G330400,protein_content,Residual,883.9306092,189,NA,NA
Glyma.11G227500,protein_content,C(type),36.94341255,1,8.056322859,0.004992835
Glyma.11G227500,protein_content,Residual,935.47097,204,NA,NA
Glyma.13G357000,protein_content,C(type),63.93849024,1,14.44997272,0.000193206
Glyma.13G357000,protein_content,Residual,849.5649345,192,NA,NA
Glyma.10G025700,protein_content,C(type),22.97724741,1,5.011933027,0.026275007
Glyma.10G025700,protein_content,Residual,916.901614,200,NA,NA
Glyma.08G233100,protein_content,C(type),37.4911069,1,8.448424165,0.004296656
Glyma.08G233100,protein_content,Residual,576.8938446,130,NA,NA
Glyma.08G146100,protein_content,C(type),46.78497774,1,10.71671708,0.001255024
Glyma.08G146100,protein_content,Residual,855.6590202,196,NA,NA
Glyma.07G050100,protein_content,C(type),36.47778727,2,4.031121295,0.019354146
Glyma.07G050100,protein_content,Residual,827.987374,183,NA,NA
Glyma.11G248200,protein_content,C(type),58.42412358,3,4.387537111,0.00516645
Glyma.11G248200,protein_content,Residual,861.0966082,194,NA,NA
Glyma.10G044700,protein_content,C(type),40.80178182,2,4.446347644,0.012878922
Glyma.10G044700,protein_content,Residual,936.000079,204,NA,NA
Glyma.08G114500,protein_content,C(type),88.75331638,2,10.22036116,6.34E-05
Glyma.08G114500,protein_content,Residual,759.8474325,175,NA,NA
Glyma.09G186400,protein_content,C(type),67.70489467,3,4.961373524,0.002439676
Glyma.09G186400,protein_content,Residual,873.3696905,192,NA,NA
Glyma.20G025900,protein_content,C(type),19.7321709,1,4.369302027,0.037875188
Glyma.20G025900,protein_content,Residual,889.6701678,197,NA,NA
Glyma.15G031900,protein_content,C(type),48.71143906,1,10.79317362,0.00120099
Glyma.15G031900,protein_content,Residual,911.660559,202,NA,NA
Glyma.03G120600,protein_content,C(type),30.05915784,1,6.598418396,0.010954619
Glyma.03G120600,protein_content,Residual,888.3243569,195,NA,NA
Glyma.05G222200,protein_content,C(type),46.70506127,2,4.973668868,0.007840271
Glyma.05G222200,protein_content,Residual,896.7893661,191,NA,NA
Glyma.18G145400,protein_content,C(type),35.81052855,1,7.713177431,0.00600061
Glyma.18G145400,protein_content,Residual,933.1972852,201,NA,NA
Glyma.06G316900,protein_content,C(type),60.01139398,3,4.56189105,0.004232186
Glyma.06G316900,protein_content,Residual,736.6765287,168,NA,NA
Glyma.13G165800,protein_content,C(type),61.00261557,3,4.532173043,0.004261168
Glyma.13G165800,protein_content,Residual,883.8670511,197,NA,NA
Glyma.06G211200,protein_content,C(type),82.52521984,2,9.178764974,0.000160749
Glyma.06G211200,protein_content,Residual,800.1887603,178,NA,NA
Glyma.06G315200,protein_content,C(type),37.05196089,2,3.655107432,0.02808371
Glyma.06G315200,protein_content,Residual,795.7574391,157,NA,NA
Glyma.20G187400,protein_content,C(type),51.43735461,4,2.700340002,0.032757386
Glyma.20G187400,protein_content,Residual,723.8419881,152,NA,NA
Glyma.16G039900,protein_content,C(type),49.30842526,3,3.542700718,0.015738643
Glyma.16G039900,protein_content,Residual,853.6566657,184,NA,NA
Glyma.15G039900,protein_content,C(type),74.42461339,3,5.406879996,0.001377946
Glyma.15G039900,protein_content,Residual,844.2409717,184,NA,NA
Glyma.05G031200,protein_content,C(type),62.41677057,4,3.483631886,0.009005779
Glyma.05G031200,protein_content,Residual,851.0648366,190,NA,NA
Glyma.03G239900,protein_content,C(type),29.29517027,2,3.089292794,0.047930076
Glyma.03G239900,protein_content,Residual,862.9355238,182,NA,NA
Glyma.04G150500,protein_content,C(type),45.66433144,1,9.926716382,0.001877709
Glyma.04G150500,protein_content,Residual,924.6290784,201,NA,NA
Glyma.17G028000,protein_content,C(type),64.8348064,1,14.16443102,0.000221558
Glyma.17G028000,protein_content,Residual,892.5728982,195,NA,NA
Glyma.01G180200,protein_content,C(type),52.98400274,2,5.969864242,0.00303223
Glyma.01G180200,protein_content,Residual,887.524416,200,NA,NA
Glyma.17G139200,protein_content,C(type),83.55321291,4,4.810954888,0.001030154
Glyma.17G139200,protein_content,Residual,798.8949977,184,NA,NA
Glyma.18G284500,protein_content,C(type),43.25877376,2,5.224683161,0.006480927
Glyma.18G284500,protein_content,Residual,579.5785255,140,NA,NA
Glyma.20G233900,protein_content,C(type),38.27094931,3,2.661044246,0.049597971
Glyma.20G233900,protein_content,Residual,862.9157376,180,NA,NA
Glyma.18G026200,protein_content,C(type),63.88129709,3,4.547074146,0.004287577
Glyma.18G026200,protein_content,Residual,810.1520555,173,NA,NA
Glyma.19G025900,protein_content,C(type),34.0117761,2,3.727198363,0.025856282
Glyma.19G025900,protein_content,Residual,857.777516,188,NA,NA
Glyma.03G044100,protein_content,C(type),50.60233669,4,2.713911172,0.037640084
Glyma.03G044100,protein_content,Residual,293.6672398,63,NA,NA
Glyma.13G314800,protein_content,C(type),44.97259463,3,3.199729393,0.024541327
Glyma.13G314800,protein_content,Residual,890.157878,190,NA,NA
Glyma.05G224700,protein_content,C(type),32.23579079,1,6.680668457,0.010508329
Glyma.05G224700,protein_content,Residual,902.3188198,187,NA,NA
Glyma.20G135900,protein_content,C(type),42.83574018,2,4.59134247,0.011253965
Glyma.20G135900,protein_content,Residual,914.308302,196,NA,NA
Glyma.20G072600,protein_content,C(type),39.2327459,1,8.54020043,0.003867643
Glyma.20G072600,protein_content,Residual,932.559778,203,NA,NA
Glyma.08G098700,protein_content,C(type),53.25166702,1,11.80572542,0.000716058
Glyma.08G098700,protein_content,Residual,915.6649018,203,NA,NA
Glyma.10G059500,protein_content,C(type),33.08505989,2,3.767031506,0.024995391
Glyma.10G059500,protein_content,Residual,777.2772262,177,NA,NA
Glyma.20G150100,protein_content,C(type),48.77262143,1,10.75731188,0.001223273
Glyma.20G150100,protein_content,Residual,915.8486472,202,NA,NA
Glyma.17G025000,protein_content,C(type),43.10010587,1,9.266062131,0.002654797
Glyma.17G025000,protein_content,Residual,911.6732254,196,NA,NA
Glyma.17G243400,protein_content,C(type),62.74555836,1,13.97613696,0.00024104
Glyma.17G243400,protein_content,Residual,906.8745411,202,NA,NA
Glyma.12G227000,protein_content,C(type),70.95133515,3,5.421987807,0.001333271
Glyma.12G227000,protein_content,Residual,841.85654,193,NA,NA
Glyma.10G213900,protein_content,C(type),21.46473861,1,4.566151005,0.033812387
Glyma.10G213900,protein_content,Residual,949.5693844,202,NA,NA
Glyma.20G130000,protein_content,C(type),27.78167309,1,5.90897811,0.01594558
Glyma.20G130000,protein_content,Residual,940.3207314,200,NA,NA
Glyma.03G052200,protein_content,C(type),86.16692347,5,3.933984116,0.002067418
Glyma.03G052200,protein_content,Residual,797.2772441,182,NA,NA
Glyma.17G160300,protein_content,C(type),61.92079877,1,14.35398827,0.000203175
Glyma.17G160300,protein_content,Residual,819.6294679,190,NA,NA
Glyma.18G166800,protein_content,C(type),71.01346475,2,7.734948738,0.000586099
Glyma.18G166800,protein_content,Residual,890.5432104,194,NA,NA
Glyma.18G166400,protein_content,C(type),50.20910955,1,10.94344746,0.001113847
Glyma.18G166400,protein_content,Residual,917.6104647,200,NA,NA
Glyma.06G274700,protein_content,C(type),81.0187455,2,8.903289769,0.000203374
Glyma.06G274700,protein_content,Residual,841.7376221,185,NA,NA
Glyma.05G186900,protein_content,C(type),65.64690191,3,5.239685164,0.001772636
Glyma.05G186900,protein_content,Residual,680.7307867,163,NA,NA
Glyma.09G201200,protein_content,C(type),33.68460097,1,7.293125421,0.007509394
Glyma.09G201200,protein_content,Residual,932.9730402,202,NA,NA
Glyma.03G013700,protein_content,C(type),45.55456282,3,3.337756158,0.020686999
Glyma.03G013700,protein_content,Residual,791.5990619,174,NA,NA
Glyma.06G206700,protein_content,C(type),67.48857364,2,7.445939478,0.000761287
Glyma.06G206700,protein_content,Residual,901.8490006,199,NA,NA
Glyma.16G042500,protein_content,C(type),35.39193419,1,7.637118957,0.006246391
Glyma.16G042500,protein_content,Residual,936.1083344,202,NA,NA
Glyma.08G102900,protein_content,C(type),99.25888244,3,7.707411753,6.82E-05
Glyma.08G102900,protein_content,Residual,837.0938995,195,NA,NA
Glyma.08G337800,protein_content,C(type),57.82289912,1,12.61682255,0.000478299
Glyma.08G337800,protein_content,Residual,902.8510215,197,NA,NA
Glyma.20G119600,protein_content,C(type),67.49401593,5,2.881041343,0.016010287
Glyma.20G119600,protein_content,Residual,777.7747911,166,NA,NA
Glyma.08G099500,protein_content,C(type),74.7796538,2,8.386528547,0.000319046
Glyma.08G099500,protein_content,Residual,882.7473353,198,NA,NA
Glyma.06G230400,protein_content,C(type),41.03512345,2,4.37189861,0.013943165
Glyma.06G230400,protein_content,Residual,877.6013318,187,NA,NA
Glyma.19G026200,protein_content,C(type),37.94662507,2,4.228342929,0.016002064
Glyma.19G026200,protein_content,Residual,834.6144554,186,NA,NA
Glyma.13G010500,protein_content,C(type),39.87758876,1,8.553600129,0.003868043
Glyma.13G010500,protein_content,Residual,885.7956592,190,NA,NA
Glyma.20G106300,protein_content,C(type),88.62534415,3,6.665576617,0.000269012
Glyma.20G106300,protein_content,Residual,815.4865043,184,NA,NA
Glyma.06G071000,protein_content,C(type),47.37946811,4,2.628940112,0.036001179
Glyma.06G071000,protein_content,Residual,815.5077104,181,NA,NA
Glyma.12G020300,protein_content,C(type),41.31462173,2,4.51178238,0.012125061
Glyma.12G020300,protein_content,Residual,911.1265827,199,NA,NA
Glyma.06G035300,protein_content,C(type),31.10605602,1,6.920862969,0.009189888
Glyma.06G035300,protein_content,Residual,889.917792,198,NA,NA
Glyma.15G046300,protein_content,C(type),97.60243149,2,11.42508835,2.01E-05
Glyma.15G046300,protein_content,Residual,850.0102264,199,NA,NA
Glyma.20G135500,protein_content,C(type),32.44002968,2,3.500036444,0.032097263
Glyma.20G135500,protein_content,Residual,908.3113733,196,NA,NA
Glyma.20G168000,protein_content,C(type),51.28012213,1,11.21913838,0.000966736
Glyma.20G168000,protein_content,Residual,918.7251458,201,NA,NA
Glyma.13G092000,protein_content,C(type),43.36480703,1,9.683223158,0.002127454
Glyma.13G092000,protein_content,Residual,909.1038886,203,NA,NA
Glyma.12G222500,protein_content,C(type),27.14097021,1,5.880552604,0.016211015
Glyma.12G222500,protein_content,Residual,909.2293685,197,NA,NA
Glyma.03G240400,protein_content,C(type),19.83027874,1,4.231848716,0.041024095
Glyma.03G240400,protein_content,Residual,899.7045439,192,NA,NA
Glyma.17G067300,protein_content,C(type),64.65938721,1,14.25606404,0.000218715
Glyma.17G067300,protein_content,Residual,789.1893122,174,NA,NA
Glyma.03G096600,protein_content,C(type),65.46914707,2,7.423381392,0.000776458
Glyma.03G096600,protein_content,Residual,881.9316106,200,NA,NA
Glyma.08G136800,protein_content,C(type),86.43334765,1,19.85436223,1.39E-05
Glyma.08G136800,protein_content,Residual,870.6736246,200,NA,NA
Glyma.01G031500,protein_content,C(type),56.0668202,2,6.189691134,0.00248528
Glyma.01G031500,protein_content,Residual,865.0482252,191,NA,NA
Glyma.18G186500,protein_content,C(type),32.0624733,2,3.23308567,0.04174986
Glyma.18G186500,protein_content,Residual,887.5704679,179,NA,NA
Glyma.15G104200,protein_content,C(type),35.41260827,1,7.678721268,0.006106612
Glyma.15G104200,protein_content,Residual,936.1922678,203,NA,NA
Glyma.13G355300,protein_content,C(type),75.45647422,1,17.19754909,4.97E-05
Glyma.13G355300,protein_content,Residual,881.9135356,201,NA,NA
Glyma.11G064700,protein_content,C(type),23.4731544,1,4.906983325,0.027930211
Glyma.11G064700,protein_content,Residual,913.6718415,191,NA,NA
Glyma.11G246900,protein_content,C(type),36.12112084,1,7.947431538,0.005297324
Glyma.11G246900,protein_content,Residual,913.5461255,201,NA,NA
Glyma.17G138800,protein_content,C(type),35.28842346,1,7.786757163,0.005764812
Glyma.17G138800,protein_content,Residual,919.965759,203,NA,NA
Glyma.18G162900,protein_content,C(type),85.74384256,4,4.772506199,0.00109316
Glyma.18G162900,protein_content,Residual,835.4287061,186,NA,NA
Glyma.15G032500,protein_content,C(type),50.84314838,2,5.548068755,0.004590433
Glyma.15G032500,protein_content,Residual,824.7704844,180,NA,NA
Glyma.17G026700,protein_content,C(type),60.58085834,1,13.31238819,0.000336783
Glyma.17G026700,protein_content,Residual,905.5918919,199,NA,NA
Glyma.04G189200,protein_content,C(type),61.84672607,2,6.951099343,0.001210415
Glyma.04G189200,protein_content,Residual,876.3941094,197,NA,NA
Glyma.03G063700,protein_content,C(type),59.07340213,3,4.406371236,0.005054401
Glyma.03G063700,protein_content,Residual,853.5382974,191,NA,NA
Glyma.06G090300,protein_content,C(type),50.49218878,3,3.638504216,0.013815401
Glyma.06G090300,protein_content,Residual,888.1397107,192,NA,NA
Glyma.08G163800,protein_content,C(type),34.23665578,1,7.455446693,0.006897992
Glyma.08G163800,protein_content,Residual,904.6568859,197,NA,NA
Glyma.15G018000,protein_content,C(type),27.15483506,1,5.890548737,0.016117385
Glyma.15G018000,protein_content,Residual,912.7600129,198,NA,NA
Glyma.08G031400,protein_content,C(type),54.24588842,2,6.042450162,0.002846355
Glyma.08G031400,protein_content,Residual,870.8141623,194,NA,NA
Glyma.09G179400,protein_content,C(type),35.26907627,1,7.654710929,0.006196099
Glyma.09G179400,protein_content,Residual,916.8923874,199,NA,NA
Glyma.04G169100,protein_content,C(type),53.82278264,2,6.1359048,0.002604362
Glyma.04G169100,protein_content,Residual,855.2481628,195,NA,NA
Glyma.01G214200,protein_content,C(type),47.42110555,1,10.32990115,0.001526016
Glyma.01G214200,protein_content,Residual,918.1328039,200,NA,NA
Glyma.07G210100,protein_content,C(type),29.66816481,2,3.40296304,0.035612697
Glyma.07G210100,protein_content,Residual,723.6216352,166,NA,NA
Glyma.13G165600,protein_content,C(type),61.84898264,2,6.849003847,0.001325831
Glyma.13G165600,protein_content,Residual,907.55136,201,NA,NA
Glyma.20G189300,protein_content,C(type),64.37589047,2,7.487684305,0.00073614
Glyma.20G189300,protein_content,Residual,838.2630818,195,NA,NA
Glyma.07G050500,protein_content,C(type),46.55970828,2,5.210895393,0.006290792
Glyma.07G050500,protein_content,Residual,822.0263195,184,NA,NA
Glyma.15G039200,protein_content,C(type),62.94742489,1,14.13073647,0.000224679
Glyma.15G039200,protein_content,Residual,877.5652093,197,NA,NA
Glyma.08G103900,protein_content,C(type),115.4448235,3,9.012827011,1.33E-05
Glyma.08G103900,protein_content,Residual,794.1547139,186,NA,NA
Glyma.08G100800,protein_content,C(type),49.18396235,1,10.81564616,0.001187238
Glyma.08G100800,protein_content,Residual,918.5914783,202,NA,NA
Glyma.13G143200,protein_content,C(type),48.64896036,1,10.94735017,0.001114417
Glyma.13G143200,protein_content,Residual,875.4488567,197,NA,NA
Glyma.07G214300,protein_content,C(type),25.02764729,1,5.317529758,0.022157968
Glyma.07G214300,protein_content,Residual,922.4995613,196,NA,NA
Glyma.05G185000,protein_content,C(type),32.6466059,1,7.252171955,0.00773935
Glyma.05G185000,protein_content,Residual,823.7985692,183,NA,NA
Glyma.07G049800,protein_content,C(type),35.50197011,2,3.64753101,0.029315993
Glyma.07G049800,protein_content,Residual,525.5901542,108,NA,NA
Glyma.15G174200,protein_content,C(type),30.52019056,1,6.611814706,0.010838427
Glyma.15G174200,protein_content,Residual,946.2816703,205,NA,NA
Glyma.15G016000,protein_content,C(type),34.75592928,1,7.578720658,0.00644429
Glyma.15G016000,protein_content,Residual,926.3697702,202,NA,NA
Glyma.18G145000,protein_content,C(type),65.34891063,3,4.657277732,0.003645668
Glyma.18G145000,protein_content,Residual,883.9888034,189,NA,NA
